일시,태양광 이용률,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계전천일사량(MJ/m2)
2018-11-05,13.59,9.88,0,0.74,73.66,11.25
2018-11-06,9.26,10.52,0,0.66,78.46,7.91
2018-11-07,4.33,12.1,2.1,1.04,86.1,5.75
2018-11-08,0.81,12.24,51.28,1.94,94.46,0.89
2018-11-09,10.77,12.02,0.68,3.38,72.26,9.46
2018-11-10,12.78,10.36,0,1.22,75.66,11.49
2018-11-11,3.82,6.62,0,0.96,77.52,3.69
2018-11-12,16.19,6.84,0,0.9,66.88,12.09
2018-11-13,14.51,7.1,0,0.76,71.36,11.42
2018-11-14,14.28,7.8,0,0.72,71.96,11.42
2018-11-15,11.55,7.04,0,0.76,73.8,9.51
2018-11-16,7.76,7.1,0,1.28,75.06,7.49
2018-11-17,11.17,4.42,0,1.16,62.76,9.52
2018-11-18,9.33,4.8,0,0.92,62.28,8.25
2018-11-19,9.66,4.94,0,0.92,65.54,9.68
2018-11-20,14.32,4.72,1.28,1.26,52.74,11.2
2018-11-21,2.45,4.78,1.82,1,74.76,2.28
2018-11-22,14.52,1.82,0,1.74,47.74,11.28
2018-11-23,14.28,0.48,0,1,44.02,10.94
2018-11-24,3.09,1.94,9.04,1.5,80.02,4.71
2018-11-25,7.91,3.32,0,0.68,89.24,8.62
2018-11-26,11.68,3.48,0,0.7,87,10.32
2018-11-27,4.62,4.78,0,0.86,78.96,3.99
2018-11-28,11.82,3.36,0,1.04,46.78,9.32
2018-11-29,3.74,1.74,0,0.78,58.12,4.19
2018-11-30,13.75,1.08,0,0.98,59.28,10.81
2018-12-01,12.06,2.7,0,0.68,60.4,9.03
2018-12-02,6.11,5.34,0,0.94,67.42,5.77
2018-12-03,0.84,8.94,9.78,0.96,91.36,0.77
2018-12-04,4.64,7.22,7.12,2.22,74.38,5.29
2018-12-05,9.06,0.28,0,1.64,46.58,8.78
2018-12-06,9.46,2.2,0.68,2.14,58.46,7.77
2018-12-07,14.63,-6.74,0,3.56,38.04,10.84
2018-12-08,14.5,-7.9,0,2.56,39.1,10.62
2018-12-09,14.51,-7.54,0,1.28,38.26,10.76
2018-12-10,13.2,-4.78,0,0.86,49.88,9.38
2018-12-11,3.42,-1.42,0.02,0.9,62.06,3.56
2018-12-12,13.93,-2.44,0,1.52,48.22,10.39
2018-12-13,4.62,-3.32,1.22,1.74,63.02,4.81
2018-12-14,13.91,-5.8,0,1.04,59.66,10.31
2018-12-15,11.95,-4.82,0,0.72,64.04,9.25
2018-12-16,3.32,-1.68,0.4,0.8,74.54,3.72
2018-12-17,11.37,0.3,0.02,1.32,64.34,8.88
2018-12-18,10.02,-0.14,0,1.02,69.84,7.52
2018-12-19,11.46,1.38,0,0.82,64.84,8.57
2018-12-20,10.73,0.44,0,0.7,61.74,8.33
2018-12-21,7.29,2.74,0,0.7,58.38,5.97
2018-12-22,11.37,4.88,0,0.92,60.34,8.52
2018-12-23,12.64,2.68,0,2.38,45.64,9.51
2018-12-24,13.75,-3.42,0,1.1,46.26,10
2018-12-25,6.15,-1.54,0.02,0.88,62.92,4.21
2018-12-26,13.3,-1.18,0,2.24,40.8,9.83
2018-12-27,14.24,-9.48,0,3.12,27.88,10.36
2018-12-28,14.26,-10.84,0,1.62,38.94,10.47
2018-12-29,14.25,-7.62,0,2.3,33.86,10.47
2018-12-30,14.29,-8.62,0,0.96,48.66,10.47
2018-12-31,12.18,-7.38,0,0.8,53.36,9.7
2019-01-01,9.1,-6.36,0,1.46,58.12,6.93
2019-01-02,13.72,-6.54,0,0.94,54.18,10.03
2019-01-03,13.67,-5.72,0,0.64,52.68,10.08
2019-01-04,7.36,-3.62,0,0.74,64.74,5.5
2019-01-05,13.44,-3.52,0,1.4,46.78,9.84
2019-01-06,12.84,-4.76,0,0.98,48.52,9.77
2019-01-07,11,-4.24,0,0.92,59.58,8.82
2019-01-08,13.77,-4.54,0,2.26,42.6,10.26
2019-01-09,10.2,-6.4,0,0.88,40.32,8.63
2019-01-10,6.52,-2.1,0,1.12,55.18,4.82
2019-01-11,10.4,0.42,0,0.74,65.16,8.05
2019-01-12,7.77,1.44,0,0.92,58.2,7.06
2019-01-13,12.09,-0.88,0,0.88,66.38,10.06
2019-01-14,5.61,-1.72,0,0.6,80.14,5.29
2019-01-15,6.85,-2.26,0,2.26,61.36,5.84
2019-01-16,13.3,-5.78,0.04,1.5,48.72,10.49
2019-01-17,14.21,-1.64,0.08,1.32,53.66,11.3
2019-01-18,13.61,-1.96,0,0.8,56.4,10.68
2019-01-19,8.9,0.78,0,0.62,66.58,8.32
2019-01-20,15.23,-1.2,0,2.78,42.02,11.62
2019-01-21,5.26,-3.08,0,1.28,62.18,5.85
2019-01-22,11.79,-0.96,0,1.28,71.86,9.79
2019-01-23,13.33,0.14,0,1.56,54.28,10.53
2019-01-24,15.17,-1.62,0,1.08,40.9,11.7
2019-01-25,15.13,-2.66,0,1.86,40.54,11.65
2019-01-26,16.1,-3.1,0,2,35.46,12.4
2019-01-27,13.28,-2.06,0,1.34,58.86,10.63
2019-01-28,15.06,0.84,0.44,2.76,45.98,11.9
2019-01-29,15.65,-1.94,0,1.06,44.16,12.34
2019-01-30,11.78,0.62,0,1.1,58.4,10.3
2019-01-31,6.81,-1.56,0,1.96,33.78,6.33
2019-02-01,13.09,-3.38,0,1.58,55.48,10.88
2019-02-02,5.68,-0.18,0,1.14,68.98,4.8
2019-02-03,0.47,2.54,20.8,1.42,90.92,0.56
2019-02-04,16.87,-0.6,0,1.94,46.1,12.92
2019-02-05,14.29,0.48,0,1.02,53.9,11.78
2019-02-06,7.84,3.2,0,0.88,63.98,6.91
2019-02-07,17.58,-1.2,0.2,3.16,45.98,13.46
2019-02-08,15.47,-5.8,0,1.68,35.68,12.45
2019-02-09,16.98,-4.86,0,2.28,31.56,13.66
2019-02-10,9.29,-5.14,0,1.26,40.14,7.67
2019-02-11,18.74,-3.1,0,1.84,39.4,14.49
2019-02-12,15.03,-1.3,0,1.3,44.32,12.52
2019-02-13,17.01,-2.34,0,1.88,33.38,13.72
2019-02-14,17.08,-1.56,0,1.12,41.26,13.65
2019-02-15,3.34,-1.2,2.18,1.36,76.32,3.45
2019-02-16,13.77,-2.8,0.04,1.76,65.78,12.28
2019-02-17,20.18,-2.58,0,1.36,57.28,15.98
2019-02-18,11.94,-0.7,0,0.8,59.74,9.77
2019-02-19,2.09,0.78,5.94,1.04,89.92,4.17
2019-02-20,8.02,1.22,0,1.52,74.16,6.11
2019-02-21,16.85,0.06,0,0.86,76.74,15.02
2019-02-22,16.66,1.64,0,0.9,72.34,14.13
2019-02-23,18.92,4.26,0,0.94,59.24,15.62
2019-02-24,19.4,4.16,0,1.32,59.78,16.12
2019-02-25,15.99,3.4,0,1.32,64.84,12.6
2019-02-26,19.67,3.58,0,1.06,52.98,16.32
2019-02-27,13.17,6.4,0,1.26,48.1,10.97
2019-02-28,14.88,4.76,0,1.28,56.7,13.32
2019-03-01,17.67,4.6,0,1.32,58.84,15.29
2019-03-02,14.99,5.42,0,0.88,54.7,13.06
2019-03-03,15.39,7.04,0,0.86,50.96,13.23
2019-03-04,16.04,7.94,0,1.34,56.28,13.79
2019-03-05,10.12,6.92,0,1.28,72.02,10.24
2019-03-06,10.13,6.58,0,1.1,70.82,8.42
2019-03-07,17.72,6.04,0.02,1.8,62.18,15.66
2019-03-08,21.6,4.48,0,1.48,53.46,18.79
2019-03-09,15.84,5.08,0,0.9,46.08,15.17
2019-03-10,9.25,8.42,0,1.48,40.82,9.8
2019-03-11,9.73,4.86,0.58,1.46,72.7,8.8
2019-03-12,6.39,3.8,0.42,2.58,61.06,5.75
2019-03-13,21.09,2.62,0.06,2.98,40.04,18.4
2019-03-14,15.69,3.14,0.02,1.46,57.46,14.55
2019-03-15,11.15,3.14,5.32,1.52,81.64,10.98
2019-03-16,13.55,3.46,0,1.4,76.98,13.08
2019-03-17,20.95,4.94,0,1.54,64.8,18.49
2019-03-18,17.45,5.26,0,1.2,55.5,16.25
2019-03-19,16.86,8.16,0,1.12,61.54,16.45
2019-03-20,4.76,8.7,17.96,1.16,86.56,4.17
2019-03-21,9.91,7.1,4.34,2.72,81.8,11.36
2019-03-22,24.23,3.64,0,2.48,46.16,21.73
2019-03-23,14.07,2.72,1.98,2.18,54.76,12.64
2019-03-24,24.22,3.56,0,2.1,53.74,21.76
2019-03-25,12.22,6.5,0,2.1,65.42,16.04
2019-03-26,21.33,9.9,0,1.46,57.88,19.81
2019-03-27,12.37,10.8,0,2.68,69.76,13.61
2019-03-28,18.47,9.64,0,2.06,54.36,17.87
2019-03-29,21.85,9.42,0,2.14,37.78,20.97
2019-03-30,8.6,4.62,3.92,2.86,81.16,7.71
2019-03-31,10.89,4.14,0.34,3.14,54.9,9.22
2019-04-01,22.18,4.36,0,2.16,46.72,21.82
2019-04-02,23.86,5.36,0,1.98,48.4,22.62
2019-04-03,24.46,6.16,0,1.98,46.96,22.72
2019-04-04,23.9,8.28,0,2.44,48.2,23.04
2019-04-05,20.34,10.5,0,2.6,44.76,20.15
2019-04-06,6.88,8.18,1.4,1.12,53.24,6.63
2019-04-07,20.78,11.82,0,1.42,48.36,20.5
2019-04-08,23.55,11.24,0,2.2,30.94,22.48
2019-04-09,5.28,8.32,16.62,2.56,55.6,4.48
2019-04-10,6.74,6.76,3.34,1.66,82.48,7.12
2019-04-11,18.02,7.84,0,1.36,71.84,14.1
2019-04-12,23,10.26,0,1.62,55.96,23.86
2019-04-13,23.04,10.52,0,1.56,45.24,22.83
2019-04-14,8.83,8.22,1.62,1.92,58.12,8.93
2019-04-15,23.94,9.86,0,1.72,45.4,24.08
2019-04-16,21.96,12.88,0,1.24,39.32,22.77
2019-04-17,24.08,13.94,0,1.72,48.26,24.53
2019-04-18,7.41,12.04,0,1.62,79,8.46
2019-04-19,13.92,12.82,0,1.64,66.84,15.17
2019-04-20,17.01,13.34,0.24,1.64,71.44,17.12
2019-04-21,12.38,15.12,0.32,1.48,78.98,10.04
2019-04-22,22.42,18.04,0,1.14,59.06,23.58
2019-04-23,12.39,19.3,0,1.3,59.46,12.73
2019-04-24,16.97,18.8,5.88,1.34,75.8,18.68
2019-04-25,2.63,12.68,9.94,2.06,81.18,2.82
2019-04-26,4.09,8.24,4.58,1.58,83.9,3.02
2019-04-27,23.35,11.02,0,1.38,62.58,22.32
2019-04-28,12.04,11.7,0.18,1.22,65.42,10.7
2019-04-29,9.12,11.48,0.24,0.72,73.16,7.63
2019-04-30,21.51,14.5,0,1.44,65.78,22.41
2019-05-01,23.27,15.7,0,2,59.6,24.81
2019-05-02,25.39,15.82,0,1.9,45.82,27.28
2019-05-03,23.97,16.38,0,1.42,48.56,26.3
2019-05-04,19.8,17.7,0,1.2,52.32,20.95
2019-05-05,23.04,18.22,0,1.72,46.7,25.63
2019-05-06,25.84,14.18,0,2.8,34.76,28.71
2019-05-07,25.22,13.74,0,2.02,47.48,27.63
2019-05-08,21.57,14.86,0,1.94,54.28,24.17
2019-05-09,23.17,16.06,0,1.94,50.42,25.62
2019-05-10,23.38,16.84,0,1.36,53.38,25.91
2019-05-11,22.86,18.98,0,1.28,51.8,25.31
2019-05-12,20.2,19.54,0,1.18,53.04,22.04
2019-05-13,9.92,17.5,0,1.26,58.64,11.01
2019-05-14,22.66,18.64,0,1.26,57.88,24.89
2019-05-15,20.2,19.32,0,1.22,61.78,22.71
2019-05-16,22.24,21.68,0,1.22,58.54,25.48
2019-05-17,13.36,21.76,0,0.9,60.2,14.17
2019-05-18,13.66,21.5,0,2.4,58.4,15.24
2019-05-19,6.72,19.14,15.74,1.46,91.08,6.97
2019-05-20,22.54,16.12,4.22,3.28,66.7,25.57
2019-05-21,26.34,16.62,0,2.66,59.16,29.06
2019-05-22,25.21,18.4,0,2.2,55.94,27.97
2019-05-23,24.62,20.04,0,1.26,57.96,27.8
2019-05-24,23.14,22.64,0,1.26,61.3,26.3
2019-05-25,17.9,22.12,0,1.22,60.34,20.66
2019-05-26,22.62,22.9,0,1.54,51.96,25.99
2019-05-27,2.61,17.38,8.4,2.44,84.9,2.65
2019-05-28,24.09,17.6,0,2.16,52.52,26.16
2019-05-29,24.8,18.78,0,1.82,55.98,28.99
2019-05-30,17.14,18.86,0,2,58.28,18.64
2019-05-31,24.24,18.82,0,2.34,56.9,28.55
2019-06-01,19.86,17.88,0,1.56,68.64,18.99
2019-06-02,23.59,20.26,0,1.42,55.46,26.92
2019-06-03,22.85,21.7,0,1.42,55.86,26.32
2019-06-04,22.89,22.12,0,1.9,63.64,26.61
2019-06-05,19.85,22.06,0,1.42,73.32,23.58
2019-06-06,5.99,20.24,8.7,1.32,85.6,6.36
2019-06-07,11,19.36,32.32,2.26,81.4,12.43
2019-06-08,20.78,20.9,0,1.18,69.56,22.48
2019-06-09,16.6,20.98,1.12,1.48,74.08,19.02
2019-06-10,12.75,18.32,5.84,1.54,75.66,16.92
2019-06-11,22.22,19.58,0,1.4,61.16,23.54
2019-06-12,23.7,20.725,0,1.45,67.75,25.44
2019-06-13,23.85,22.1,0,1.32,63.64,27.71
2019-06-14,16.96,21.82,0,1.16,66.5,18.83
2019-06-15,21.85,20.86,2.52,1.86,71.3,24.77
2019-06-16,21.34,20.84,0,1.34,68.48,23.47
2019-06-17,21.76,21.26,0.12,1.7,68.72,25.39
2019-06-18,9.85,19.88,12.66,1.14,84.62,12.19
2019-06-19,11.06,21.125,0.44,1.266666667,86.075,14.75
2019-06-20,17.79,22.44,0,1.48,75.96,19.76
2019-06-21,15.18,21.76,0.24,1.48,77.82,17.58
2019-06-22,23.33,22.7,0,1.66,57.04,25.8
2019-06-23,22.97,23.2,0,1.52,55.66,27.06
2019-06-24,23.12,23.9,0,1.58,60.04,28.28
2019-06-25,23.35,24.44,0,1.2,60.58,28.2
2019-06-26,10.75,23.15,0.84,1.125,73.45,10.71
2019-06-27,14.95,24.94,0.36,1.26,77.34,13.48
2019-06-28,12.28,24.3,0.14,1.375,77.04,12.52
2019-06-29,10.52,22.06,1.56,0.98,82.48,10.94
2019-06-30,14.66,23.36,0,1.74,80.4,13.77
2019-07-01,18.33,23.26,0,1.7,70.82,20.26
2019-07-02,20.56,23.62,0,1.62,70.38,22.97
2019-07-03,14.89,23.18,0,1.22,74.22,14.82
2019-07-04,22.91,24.52,0,1.44,64.9,25.76
2019-07-05,22.48,26.06,1.3,1.28,61.08,26.16
2019-07-06,22.18,27.4,1.1,1.74,57.4,27.23
2019-07-07,19.41,25.14,0,2.4,54.3,20.29
2019-07-08,18.19,23.56,0.1,1.9,58.92,20.58
2019-07-09,18.36,23.72,0,2.06,58.34,21.74
2019-07-10,10.07,21.28,9.52,2.08,73.76,10.36
2019-07-11,8.56,21.54,2.48,1.92,84,8.43
2019-07-12,17.48,23.18,0.02,1.62,75.78,22.48
2019-07-13,15.23,24.02,1.92,1.24,78.2,14.45
2019-07-14,18.57,24.12,6.06,1.12,81.18,24
2019-07-15,9.88,22.82,9.14,0.98,89.3,9.43
2019-07-16,15.98,24.24,5.38,1.12,82.4,16.2
2019-07-17,13.42,25.06,5.18,0.96,82.08,13.08
2019-07-18,19.01,26.46,0.02,1.12,73.58,18.33
2019-07-19,18.32,27.34,0.76,1.56,75.14,19.81
2019-07-20,9.89,27.54,0.98,2.66,74.22,12.08
2019-07-21,5.9,24.88,11.44,1.72,92.84,7.77
2019-07-22,14.18,26.64,0.02,1.4,81.94,0.24
2019-07-23,13.49,27.38,0.02,0.9,80.46,
2019-07-24,4.14,25.98,2.6,0.98,91.2,2.5
2019-07-25,4.02,25.82,17.58,1.02,96.2,3.88
2019-07-26,3.28,25.2,78.1,1.22,97.32,3.75
2019-07-27,15.4,27.76,18.12,1.16,85.56,18.4
2019-07-28,3.44,25.6,40.42,1.62,95.62,4.05
2019-07-29,11.11,27.16,0.28,2,84.8,12.14
2019-07-30,9.05,27.48,11.24,2.44,85.44,10.44
2019-07-31,4.82,25.84,27.28,1.78,94.36,5.25
2019-08-01,13.57,26.74,30.18,1.34,88.58,17.52
2019-08-02,20.14,28.24,0,0.92,80.42,23.7
2019-08-03,19.25,28.08,1.74,1.04,80.88,22.76
2019-08-04,18.65,28.4,0,1.06,78.86,22.13
2019-08-05,19.82,29.7,0.02,0.88,76,19.87
2019-08-06,18.87,29.92,0.16,1.4,68.62,21.98
2019-08-07,10.69,25.76,14.92,1.275,88,16.33
2019-08-08,15.04,27.18,0,1.08,83.52,17.86
2019-08-09,18.3,27.96,0.06,1.08,80.66,23.19
2019-08-10,20.28,29.62,0.62,1.64,72.54,22.06
2019-08-11,19.24,29.38,1.96,3.12,60.7,21.09
2019-08-12,6.28,26.06,53.36,1.4,91.48,6.22
2019-08-13,17.14,28.42,1.64,1.08,81.24,21.85
2019-08-14,18.59,29.26,0,1.46,71.84,21.45
2019-08-15,5.45,24.74,18.4,1.52,86.74,5.66
2019-08-16,15.66,25.44,0.74,1.86,83,14.67
2019-08-17,12.92,24.58,3,1.84,82.58,10.08
2019-08-18,20.23,23.92,0,1.14,77.08,22.85
2019-08-19,19.92,24.52,0,0.88,76.02,22.35
2019-08-20,20.52,25.94,0,1.24,71.32,21.9
2019-08-21,13.04,25.36,0.18,1.04,77.84,16.79
2019-08-22,18.01,25.78,0,1.44,74.98,19.82
2019-08-23,19.24,24.6,0,1.58,72.56,22.74
2019-08-24,9.36,22,0,0.94,83.62,7.43
2019-08-25,19.62,23.08,0,1.12,80.4,20.78
2019-08-26,19.48,24.34,0,0.92,78.46,2.48
2019-08-27,13.23,24.08,2.32,1,83.56,11.99
2019-08-28,16.55,24.34,0.32,1.3,81.6,17.37
2019-08-29,11.05,22.44,17.4,1.74,85.8,11.72
2019-08-30,19.06,21.68,0,1.7,78.42,22.25
2019-08-31,19.54,21.96,0,1.22,78.36,19.74
2019-09-01,14.41,21.74,0,0.76,80.82,15.35
2019-09-02,16.23,22.72,0,0.8,76.94,16.29
2019-09-03,9.84,22.6,0.84,1.24,83.04,7.13
2019-09-04,5.4,22.04,38.4,1.38,95.16,7.25
2019-09-05,5.76,22.44,60.78,0.96,96.9,4.91
2019-09-06,8.71,24.52,1.58,1.12,91.56,9.51
2019-09-07,3.97,25.72,3.46,5.22,80.26,4.52
2019-09-08,8.59,24.06,1.16,1.26,88.92,9.14
2019-09-09,8.95,24.06,2.86,0.84,90.38,7.21
2019-09-10,7.17,23.38,92.18,1.46,95.24,7.31
2019-09-11,10.92,23.24,12.46,1.86,83.72,7.29
2019-09-12,4.63,20.3,6.34,1.6,81.92,3.56
2019-09-13,21.28,21.78,0.02,1.06,75.7,21.49
2019-09-14,5.26,21.24,0.84,0.86,89.7,5.78
2019-09-15,17.54,23.1,0,1.16,80.92,18.99
2019-09-16,20.25,22.6,0,1.28,70.06,20.32
